ダウンロードした時刻：2026/06/24 16:08:59

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
年月日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃)
,,,,平年値(℃),平年値(℃),過去1年平均(℃),過去1年平均(℃),過去1年平均(℃),,,,平年値(℃),平年値(℃),過去1年平均(℃),過去1年平均(℃),過去1年平均(℃),,,,平年値(℃),平年値(℃),過去1年平均(℃),過去1年平均(℃),過去1年平均(℃)
,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,均質番号,,品質情報,,品質情報,均質番号
2024/1/1,8.4,8,1,6.9,8,8.0,8,1,4.7,8,1,3.6,8,5.7,8,1,11.2,8,1,10.4,8,11.1,8,1
2024/1/2,6.7,8,1,6.8,8,7.3,8,1,2.5,8,1,3.5,8,4.5,8,1,11.8,8,1,10.3,8,11.4,8,1
2024/1/3,8.4,8,1,6.7,8,6.7,8,1,4.5,8,1,3.5,8,2.0,8,1,12.2,8,1,10.3,8,10.6,8,1
2024/1/4,9.1,8,1,6.7,8,7.3,8,1,5.3,8,1,3.4,8,5.2,8,1,12.2,8,1,10.2,8,10.7,8,1
2024/1/5,7.9,8,1,6.6,8,6.8,8,1,3.0,8,1,3.4,8,4.5,8,1,13.5,8,1,10.1,8,9.9,8,1
2024/1/6,9.2,8,1,6.6,8,7.2,8,1,4.5,8,1,3.4,8,3.7,8,1,14.4,8,1,10.1,8,11.3,8,1
2024/1/7,7.5,8,1,6.6,8,6.3,8,1,3.6,8,1,3.3,8,2.9,8,1,11.0,8,1,10.0,8,10.4,8,1
2024/1/8,4.4,8,1,6.5,8,8.2,8,1,0.9,8,1,3.3,8,3.5,8,1,8.4,8,1,10.0,8,12.2,8,1
2024/1/9,5.8,8,1,6.5,8,8.2,8,1,1.1,8,1,3.3,8,3.1,8,1,10.4,8,1,10.0,8,12.1,8,1
2024/1/10,6.1,8,1,6.4,8,6.5,8,1,3.3,8,1,3.3,8,3.5,8,1,8.8,8,1,9.9,8,9.6,8,1
2024/1/11,7.0,8,1,6.4,8,5.1,8,1,4.7,8,1,3.3,8,0.7,8,1,10.8,8,1,9.9,8,11.6,8,1
2024/1/12,8.3,8,1,6.4,8,8.0,8,1,2.7,8,1,3.2,8,2.1,8,1,12.9,8,1,9.8,8,14.9,8,1
2024/1/13,7.4,8,1,6.3,8,10.6,8,1,3.0,8,1,3.2,8,6.0,8,1,12.0,8,1,9.8,8,15.5,8,1
2024/1/14,5.6,8,1,6.3,8,12.4,8,1,1.0,8,1,3.2,8,10.5,8,1,9.8,8,1,9.7,8,14.4,8,1
2024/1/15,6.5,8,1,6.2,8,12.0,8,1,3.9,8,1,3.1,8,9.7,8,1,9.4,8,1,9.7,8,13.7,8,1
2024/1/16,5.1,8,1,6.2,8,8.9,8,1,2.8,8,1,3.1,8,4.9,8,1,7.9,8,1,9.6,8,11.6,8,1
2024/1/17,6.4,8,1,6.1,8,6.6,8,1,1.1,8,1,3.0,8,4.0,8,1,11.6,8,1,9.6,8,9.4,8,1
2024/1/18,8.3,8,1,6.1,8,7.3,8,1,7.3,8,1,3.0,8,5.0,8,1,9.7,8,1,9.5,8,10.4,8,1
2024/1/19,9.6,8,1,6.0,8,6.9,8,1,7.2,8,1,2.9,8,3.0,8,1,12.9,8,1,9.5,8,11.4,8,1
2024/1/20,9.1,8,1,6.0,8,7.1,8,1,5.6,8,1,2.9,8,2.7,8,1,12.1,8,1,9.4,8,11.7,8,1
2024/1/21,11.3,8,1,5.9,8,4.9,8,1,8.9,8,1,2.8,8,2.3,8,1,13.4,8,1,9.4,8,8.3,8,1
2024/1/22,9.8,8,1,5.9,8,5.0,8,1,7.0,8,1,2.8,8,0.3,8,1,13.2,8,1,9.3,8,9.1,8,1
2024/1/23,5.1,8,1,5.9,8,5.8,8,1,1.5,8,1,2.7,8,3.4,8,1,8.5,8,1,9.3,8,8.1,8,1
2024/1/24,2.4,8,1,5.8,8,4.6,8,1,0.3,8,1,2.7,8,-1.5,8,1,6.8,8,1,9.3,8,9.8,8,1
2024/1/25,3.3,8,1,5.8,8,0.6,8,1,0.1,8,1,2.7,8,-2.0,8,1,6.3,8,1,9.3,8,3.5,8,1
2024/1/26,5.3,8,1,5.8,8,3.6,8,1,3.2,8,1,2.6,8,0.8,8,1,7.4,8,1,9.3,8,6.7,8,1
2024/1/27,6.6,8,1,5.8,8,3.3,8,1,4.2,8,1,2.6,8,1.0,8,1,10.0,8,1,9.3,8,5.7,8,1
2024/1/28,6.0,8,1,5.8,8,3.2,8,1,2.6,8,1,2.6,8,1.1,8,1,11.3,8,1,9.3,8,7.3,8,1
2024/1/29,6.6,8,1,5.8,8,3.8,8,1,2.7,8,1,2.6,8,-0.6,8,1,11.3,8,1,9.3,8,7.5,8,1
2024/1/30,7.3,8,1,5.8,8,5.0,8,1,2.1,8,1,2.6,8,2.3,8,1,13.2,8,1,9.3,8,9.4,8,1
2024/1/31,8.6,8,1,5.8,8,4.3,8,1,6.7,8,1,2.6,8,0.5,8,1,11.4,8,1,9.3,8,8.5,8,1
2024/2/1,8.7,8,1,5.8,8,6.1,8,1,4.1,8,1,2.6,8,0.6,8,1,11.6,8,1,9.4,8,10.3,8,1
2024/2/2,5.3,8,1,5.8,8,6.0,8,1,2.9,8,1,2.6,8,4.4,8,1,8.9,8,1,9.4,8,8.3,8,1
2024/2/3,6.6,8,1,5.8,8,4.9,8,1,4.4,8,1,2.6,8,2.1,8,1,10.2,8,1,9.5,8,8.0,8,1
2024/2/4,6.6,8,1,5.9,8,6.1,8,1,3.5,8,1,2.6,8,0.5,8,1,10.9,8,1,9.5,8,11.6,8,1
2024/2/5,5.3,8,1,5.9,8,6.9,8,1,3.6,8,1,2.6,8,2.6,8,1,6.5,8,1,9.6,8,11.4,8,1
2024/2/6,7.1,8,1,5.9,8,7.0,8,1,5.3,8,1,2.6,8,2.1,8,1,10.7,8,1,9.7,8,11.0,8,1
2024/2/7,6.0,8,1,6.0,8,9.7,8,1,2.0,8,1,2.7,8,7.2,8,1,11.2,8,1,9.7,8,13.2,8,1
2024/2/8,6.1,8,1,6.0,8,8.7,8,1,2.7,8,1,2.7,8,5.6,8,1,9.7,8,1,9.8,8,12.6,8,1
2024/2/9,7.3,8,1,6.1,8,6.1,8,1,3.6,8,1,2.8,8,3.3,8,1,11.5,8,1,9.9,8,10.3,8,1
2024/2/10,6.7,8,1,6.2,8,6.4,8,1,2.4,8,1,2.8,8,3.8,8,1,11.8,8,1,10.0,8,9.2,8,1
2024/2/11,6.7,8,1,6.3,8,10.3,8,1,3.8,8,1,2.9,8,8.3,8,1,10.0,8,1,10.1,8,14.3,8,1
2024/2/12,7.6,8,1,6.3,8,11.4,8,1,3.8,8,1,2.9,8,5.7,8,1,12.4,8,1,10.2,8,16.9,8,1
2024/2/13,9.3,8,1,6.4,8,9.4,8,1,2.8,8,1,3.0,8,6.3,8,1,15.8,8,1,10.3,8,12.0,8,1
2024/2/14,12.7,8,1,6.5,8,5.3,8,1,6.3,8,1,3.0,8,2.7,8,1,19.1,8,1,10.4,8,8.6,8,1
2024/2/15,14.7,8,1,6.6,8,3.0,8,1,11.7,8,1,3.1,8,0.8,8,1,18.0,8,1,10.5,8,6.9,8,1
2024/2/16,7.5,8,1,6.6,8,3.7,8,1,4.3,8,1,3.2,8,2.1,8,1,13.7,8,1,10.6,8,6.6,8,1
2024/2/17,9.1,8,1,6.7,8,6.0,8,1,3.2,8,1,3.3,8,-0.1,8,1,15.0,8,1,10.7,8,11.7,8,1
2024/2/18,14.4,8,1,6.8,8,8.3,8,1,11.3,8,1,3.3,8,5.1,8,1,19.7,8,1,10.8,8,10.7,8,1
2024/2/19,14.1,8,1,6.9,8,11.3,8,1,11.4,8,1,3.4,8,9.0,8,1,16.3,8,1,10.9,8,14.3,8,1
2024/2/20,14.7,8,1,7.0,8,8.0,8,1,11.2,8,1,3.5,8,3.7,8,1,17.2,8,1,11.0,8,12.7,8,1
2024/2/21,10.4,8,1,7.1,8,4.1,8,1,8.4,8,1,3.6,8,2.2,8,1,12.0,8,1,11.1,8,8.5,8,1
2024/2/22,8.2,8,1,7.2,8,5.6,8,1,5.4,8,1,3.7,8,2.2,8,1,10.9,8,1,11.3,8,10.0,8,1
2024/2/23,5.9,8,1,7.4,8,8.0,8,1,4.3,8,1,3.8,8,4.8,8,1,8.3,8,1,11.4,8,12.5,8,1
2024/2/24,7.0,8,1,7.5,8,7.0,8,1,4.4,8,1,3.9,8,6.4,8,1,11.5,8,1,11.6,8,8.7,8,1
2024/2/25,6.3,8,1,7.6,8,5.8,8,1,4.2,8,1,4.1,8,3.2,8,1,8.0,8,1,11.7,8,10.2,8,1
2024/2/26,7.3,8,1,7.7,8,5.0,8,1,4.6,8,1,4.2,8,2.3,8,1,11.0,8,1,11.8,8,8.9,8,1
2024/2/27,6.4,8,1,7.9,8,7.3,8,1,4.1,8,1,4.3,8,1.9,8,1,10.5,8,1,11.9,8,12.8,8,1
2024/2/28,8.3,8,1,8.0,8,9.8,8,1,5.8,8,1,4.4,8,3.5,8,1,13.8,8,1,12.1,8,15.6,8,1
2024/2/29,7.0,8,1,8.1,8,13.1,8,1,4.6,8,1,4.5,8,6.1,8,1,10.8,8,1,12.2,8,18.8,8,1
2024/3/1,9.1,8,1,8.1,8,13.1,8,1,4.7,8,1,4.5,8,6.1,8,1,13.3,8,1,12.2,8,18.8,8,1
2024/3/2,4.4,8,1,8.2,8,8.8,8,1,1.8,8,1,4.6,8,4.9,8,1,8.1,8,1,12.3,8,13.2,8,1
2024/3/3,6.3,8,1,8.3,8,7.7,8,1,0.7,8,1,4.7,8,5.0,8,1,10.4,8,1,12.4,8,11.6,8,1
2024/3/4,9.8,8,1,8.4,8,9.2,8,1,5.8,8,1,4.8,8,4.1,8,1,13.8,8,1,12.5,8,16.5,8,1
2024/3/5,6.8,8,1,8.5,8,9.4,8,1,5.7,8,1,4.9,8,6.5,8,1,8.6,8,1,12.6,8,14.8,8,1
2024/3/6,8.2,8,1,8.6,8,10.0,8,1,7.1,8,1,4.9,8,4.2,8,1,9.9,8,1,12.7,8,15.9,8,1
2024/3/7,7.8,8,1,8.7,8,11.5,8,1,6.2,8,1,5.0,8,5.7,8,1,11.3,8,1,12.8,8,17.0,8,1
2024/3/8,7.7,8,1,8.8,8,13.3,8,1,4.9,8,1,5.1,8,7.2,8,1,12.0,8,1,12.9,8,19.8,8,1
2024/3/9,5.1,8,1,8.9,8,15.6,8,1,3.2,8,1,5.1,8,8.9,8,1,9.0,8,1,13.1,8,21.1,8,1
2024/3/10,6.0,8,1,9.0,8,17.1,8,1,2.7,8,1,5.2,8,13.2,8,1,10.9,8,1,13.2,8,21.7,8,1
2024/3/11,8.2,8,1,9.1,8,16.2,8,1,1.8,8,1,5.3,8,9.6,8,1,14.8,8,1,13.3,8,24.6,8,1
2024/3/12,9.0,8,1,9.2,8,17.1,8,1,7.6,8,1,5.4,8,12.0,8,1,10.7,8,1,13.5,8,22.3,8,1
2024/3/13,8.2,8,1,9.4,8,10.9,8,1,5.7,8,1,5.5,8,6.0,8,1,12.4,8,1,13.7,8,17.8,8,1
2024/3/14,9.2,8,1,9.5,8,10.3,8,1,3.0,8,1,5.6,8,4.5,8,1,14.6,8,1,13.9,8,16.2,8,1
2024/3/15,11.4,8,1,9.7,8,13.5,8,1,5.9,8,1,5.7,8,7.1,8,1,17.0,8,1,14.0,8,19.8,8,1
2024/3/16,13.5,8,1,9.8,8,16.1,8,1,6.8,8,1,5.8,8,10.4,8,1,19.6,8,1,14.2,8,21.5,8,1
2024/3/17,12.2,8,1,10.0,8,12.3,8,1,10.1,8,1,6.0,8,8.1,8,1,16.5,8,1,14.4,8,15.8,8,1
2024/3/18,8.3,8,1,10.1,8,9.9,8,1,4.9,8,1,6.1,8,7.9,8,1,12.2,8,1,14.5,8,13.5,8,1
2024/3/19,8.3,8,1,10.3,8,11.5,8,1,3.9,8,1,6.2,8,6.7,8,1,11.8,8,1,14.7,8,16.9,8,1
2024/3/20,7.3,8,1,10.4,8,12.9,8,1,2.8,8,1,6.4,8,6.7,8,1,11.4,8,1,14.8,8,18.8,8,1
2024/3/21,4.4,8,1,10.5,8,13.4,8,1,1.6,8,1,6.5,8,11.2,8,1,8.8,8,1,15.0,8,16.6,8,1
2024/3/22,7.2,8,1,10.7,8,17.5,8,1,1.8,8,1,6.7,8,12.0,8,1,12.3,8,1,15.1,8,25.2,8,1
2024/3/23,7.7,8,1,10.8,8,18.1,8,1,5.2,8,1,6.8,8,16.5,8,1,9.6,8,1,15.3,8,19.9,8,1
2024/3/24,10.6,8,1,10.9,8,17.2,8,1,8.2,8,1,6.9,8,13.6,8,1,12.1,8,1,15.4,8,21.3,8,1
2024/3/25,12.0,8,1,11.1,8,12.9,8,1,10.1,8,1,7.1,8,9.0,8,1,13.7,8,1,15.6,8,16.7,8,1
2024/3/26,10.5,8,1,11.2,8,11.3,8,1,7.7,8,1,7.2,8,10.3,8,1,13.5,8,1,15.7,8,12.7,8,1
2024/3/27,10.9,8,1,11.4,8,12.2,8,1,6.9,8,1,7.3,8,8.9,8,1,16.5,8,1,15.9,8,17.3,8,1
2024/3/28,12.3,8,1,11.6,8,12.3,8,1,6.3,8,1,7.5,8,6.8,8,1,19.1,8,1,16.1,8,18.4,8,1
2024/3/29,16.5,8,1,11.8,8,13.0,8,1,12.5,8,1,7.7,8,7.3,8,1,21.1,8,1,16.3,8,19.2,8,1
2024/3/30,17.5,8,1,12.0,8,14.1,8,1,14.1,8,1,7.8,8,7.3,8,1,21.6,8,1,16.6,8,20.9,8,1
2024/3/31,18.7,8,1,12.2,8,15.4,8,1,15.0,8,1,8.0,8,10.6,8,1,23.0,8,1,16.8,8,22.2,8,1
2024/4/1,16.7,8,1,12.4,8,17.2,8,1,11.9,8,1,8.2,8,10.4,8,1,21.4,8,1,17.0,8,25.1,8,1
2024/4/2,15.3,8,1,12.6,8,15.7,8,1,9.7,8,1,8.4,8,10.9,8,1,20.2,8,1,17.3,8,23.3,8,1
2024/4/3,14.5,8,1,12.8,8,14.8,8,1,13.2,8,1,8.6,8,11.2,8,1,15.9,8,1,17.5,8,21.7,8,1
2024/4/4,15.4,8,1,13.0,8,15.6,8,1,11.8,8,1,8.7,8,10.0,8,1,19.3,8,1,17.7,8,21.4,8,1
2024/4/5,14.7,8,1,13.2,8,17.0,8,1,11.1,8,1,8.9,8,14.5,8,1,19.1,8,1,17.9,8,20.7,8,1
2024/4/6,16.2,8,1,13.4,8,18.3,8,1,11.7,8,1,9.1,8,14.4,8,1,22.1,8,1,18.1,8,22.5,8,1
2024/4/7,18.6,8,1,13.6,8,16.2,8,1,14.4,8,1,9.3,8,13.0,8,1,24.3,8,1,18.3,8,19.7,8,1
2024/4/8,18.3,8,1,13.8,8,12.8,8,1,16.3,8,1,9.5,8,10.4,8,1,21.8,8,1,18.5,8,16.1,8,1
2024/4/9,13.6,8,1,14.0,8,12.9,8,1,8.9,8,1,9.7,8,7.2,8,1,16.6,8,1,18.7,8,17.8,8,1
2024/4/10,13.1,8,1,14.2,8,15.3,8,1,6.9,8,1,9.9,8,8.6,8,1,18.9,8,1,18.9,8,20.8,8,1
2024/4/11,16.0,8,1,14.4,8,18.3,8,1,11.2,8,1,10.1,8,12.2,8,1,21.7,8,1,19.1,8,24.0,8,1
2024/4/12,18.4,8,1,14.6,8,15.7,8,1,13.0,8,1,10.3,8,10.9,8,1,25.0,8,1,19.3,8,20.4,8,1
2024/4/13,18.3,8,1,14.8,8,15.0,8,1,13.3,8,1,10.6,8,8.3,8,1,25.6,8,1,19.5,8,21.9,8,1
2024/4/14,18.5,8,1,15.0,8,16.6,8,1,13.7,8,1,10.8,8,11.9,8,1,24.3,8,1,19.7,8,22.2,8,1
